Topic,Probability
2,0.5881307217763146
-1,0.0
3,0.36622108747783977
1,0.9164650602448967
-1,0.0
0,1.0
-1,0.0
-1,0.0
0,1.0
1,1.0
0,1.0
0,1.0
2,0.8401589466204797
1,1.0
8,0.8707961507896612
0,1.0
1,1.0
-1,0.0
0,1.0
-1,0.0
0,1.0
1,1.0
1,1.0
13,0.8448394583712934
1,1.0
2,0.7178009112882032
7,0.7539714095067979
3,0.450531161392069
1,1.0
1,1.0
1,0.9363153397693409
0,1.0
1,1.0
0,0.756005108572048
0,1.0
0,0.9284145725744567
0,1.0
1,0.7031516423299609
0,0.8151249700421913
0,1.0
-1,0.0
1,1.0
3,0.907945326971022
1,0.8709416193284947
2,0.9599595074235998
-1,0.0
5,1.0
9,0.6740510259262688
2,0.9828207883963971
1,1.0
1,1.0
1,0.945008852589187
2,0.6872062277103221
7,0.7289924283275453
6,1.0
0,1.0
0,0.71992889468972
1,0.7461718675205518
0,1.0
1,1.0
0,1.0
1,0.9853721395330779
4,0.7265394052951555
-1,0.0
8,0.957988868348347
0,1.0
1,1.0
0,0.8000211496763334
1,1.0
-1,0.0
4,1.0
0,1.0
1,0.8645673063626025
0,1.0
2,0.7402743870339121
0,1.0
0,0.9270365722955515
0,1.0
1,1.0
1,1.0
1,1.0
10,0.9903050504809364
3,0.5806675630232023
7,0.8074813424794796
1,1.0
0,1.0
0,1.0
0,1.0
1,1.0
19,1.0
3,0.8029108486969414
-1,0.0
12,1.0
1,1.0
0,0.9773454950987118
0,1.0
0,1.0
5,1.0
0,0.8351811922283656
1,1.0
0,0.9503199622801227
0,1.0
-1,0.0
1,1.0
11,1.0
3,1.0
2,1.0
1,1.0
0,1.0
1,0.7223234836278511
1,1.0
-1,0.0
-1,0.0
10,0.9625922578232953
0,1.0
-1,0.0
3,0.780349973046495
2,0.9348632447682192
0,1.0
2,0.9662882563004499
0,1.0
0,0.9289030459016532
18,1.0
1,1.0
3,0.5109917366783701
5,1.0
1,0.9923651897669269
0,1.0
2,1.0
1,1.0
0,1.0
3,0.3793033552670434
8,0.8578220452977525
6,1.0
0,0.9651373199792487
15,1.0
18,1.0
1,0.9044936277726607
1,0.9483031666274632
0,1.0
0,1.0
-1,0.0
0,1.0
2,1.0
0,1.0
2,1.0
7,0.7273441955678905
10,0.9111985213631566
10,0.7431320215984205
0,1.0
1,1.0
0,0.924549822965188
6,1.0
6,1.0
0,0.9837122629001229
9,1.0
1,1.0
0,1.0
0,1.0
2,0.7479266386922563
8,0.976181937833482
1,1.0
0,1.0
1,1.0
1,1.0
0,1.0
4,1.0
1,1.0
0,1.0
0,1.0
1,1.0
4,0.8459438206487927
1,0.8732916737521849
1,1.0
0,1.0
0,1.0
0,1.0
0,1.0
4,1.0
-1,0.0
4,0.9503704620239837
1,1.0
2,0.9537036806994431
1,1.0
0,1.0
0,1.0
0,0.8319389205835618
1,0.9130280274213246
0,1.0
0,1.0
1,1.0
0,1.0
1,1.0
0,0.9575603018585829
3,1.0
0,1.0
0,0.7049658799538933
2,1.0
2,0.7117819864783413
1,1.0
1,1.0
-1,0.0
1,1.0
-1,0.0
1,1.0
1,0.9012877692734207
0,1.0
-1,0.0
0,1.0
0,1.0
0,1.0
1,1.0
0,1.0
14,0.9802207362202312
0,1.0
3,0.7662301308072225
0,0.8203592283564454
1,1.0
1,1.0
14,1.0
1,0.9041333355994968
0,0.8665673844342714
1,1.0
1,1.0
11,1.0
2,0.8615815712794168
0,0.7126144413504423
1,1.0
3,0.41997355978015505
1,1.0
1,1.0
0,1.0
0,1.0
0,1.0
1,1.0
1,1.0
0,1.0
1,1.0
1,1.0
0,1.0
2,0.7023117136172529
12,0.8574591423705968
1,1.0
4,0.8566684420062105
-1,0.0
-1,0.0
1,0.932233670018699
4,1.0
7,0.6482147883049011
0,0.836500371303184
1,0.8590634771998364
1,1.0
1,1.0
-1,0.0
13,1.0
-1,0.0
0,0.9953944798616604
1,1.0
0,1.0
2,1.0
6,1.0
1,1.0
1,0.8648997129652657
1,0.870166022714831
1,1.0
11,0.5493960027022533
1,1.0
6,1.0
3,0.7388233585905004
0,1.0
0,0.9961133556394868
0,0.9412023757849343
-1,0.0
0,1.0
2,0.6359518387220021
0,1.0
3,0.5742002791209944
-1,0.0
1,1.0
1,1.0
3,0.5775828791107688
16,0.9363597880649324
0,1.0
1,1.0
2,1.0
1,1.0
1,0.6676424801133113
0,0.704421787836701
0,1.0
6,1.0
1,1.0
16,1.0
0,0.9995770149034003
0,1.0
1,1.0
1,0.8233930384425505
0,1.0
16,0.9934150818009279
0,1.0
0,0.8712103888754493
3,0.576126107759163
4,0.685322183999572
-1,0.0
0,1.0
1,0.8889882206515392
1,1.0
5,0.6133362749613257
1,1.0
0,1.0
6,1.0
0,1.0
2,1.0
3,0.4989745953089455
1,1.0
0,1.0
0,0.9474932615666098
0,1.0
-1,0.0
0,1.0
3,0.6507093745771548
1,1.0
5,1.0
2,0.9581950583521874
0,1.0
0,1.0
0,1.0
1,0.9635889670285593
0,0.8415595778632051
1,1.0
13,0.911930283742478
4,0.9630972411952949
0,1.0
0,0.936699754314165
-1,0.0
0,1.0
2,0.6452175308485991
1,1.0
-1,0.0
1,0.8976380693262614
1,1.0
7,0.6584506544423564
1,0.9678917855602982
-1,0.0
0,0.9802696962739302
1,0.9211844088175696
0,1.0
-1,0.0
-1,0.0
0,1.0
0,1.0
0,1.0
4,1.0
0,1.0
0,0.7976870182685896
1,1.0
-1,0.0
1,1.0
0,1.0
7,0.9763929706855263
0,1.0
8,0.7287945788261091
0,1.0
5,0.8047388753180297
1,1.0
1,0.9278902675392927
2,0.6408902507564307
-1,0.0
1,1.0
6,1.0
8,0.7594257410043311
4,0.7120887638940713
1,1.0
7,0.7249799510325622
0,1.0
0,0.9357035302467182
10,0.7735497997403491
6,1.0
1,1.0
1,0.9466566980579312
1,0.8692280421964864
1,0.8910259755296437
1,0.8933938700642816
3,0.5755125627940345
0,1.0
0,1.0
0,1.0
-1,0.0
0,1.0
2,1.0
6,0.4684208722451645
0,1.0
1,0.6795701035349991
0,1.0
9,0.751111390088448
1,1.0
1,1.0
2,1.0
0,0.9380765568144298
-1,0.0
0,1.0
5,0.9821993290407756
-1,0.0
1,1.0
1,1.0
1,0.9506602655150798
0,1.0
5,0.7515128013144765
3,0.41249319142711466
16,0.942818074476949
0,1.0
0,1.0
0,0.9537780486118578
1,1.0
1,0.8305396521859231
2,1.0
0,1.0
1,0.9859309164442601
1,1.0
3,0.4150720476964338
1,1.0
0,0.9885298842698763
1,0.7892430866232139
-1,0.0
1,0.9998970881908967
0,0.988493404861669
-1,0.0
0,1.0
0,1.0
1,1.0
1,1.0
2,0.976803326064549
0,1.0
3,0.6063812327760569
1,1.0
0,1.0
6,1.0
6,1.0
3,0.6251266193604539
1,1.0
1,1.0
0,1.0
1,1.0
0,1.0
0,1.0
0,0.7228630953311257
1,1.0
1,1.0
5,0.6117343325957787
1,1.0
9,0.8478626106810978
9,0.7424226252153198
2,0.8331730166275058
0,1.0
1,1.0
0,0.8982172352339751
4,0.6756354253436593
0,0.9189926539905413
1,1.0
4,1.0
0,0.9930786999474632
1,1.0
0,1.0
8,1.0
1,1.0
0,1.0
0,0.9507935096491353
0,1.0
1,1.0
1,1.0
0,1.0
1,0.877158121321693
1,1.0
1,0.9247306546519585
0,1.0
0,1.0
0,1.0
6,1.0
1,1.0
1,1.0
0,1.0
1,1.0
1,1.0
0,0.7165717169980654
1,0.8032663006220108
5,0.7861752712891582
-1,0.0
3,0.560464162636549
-1,0.0
1,1.0
3,0.6026660460292589
0,0.9229158007638026
2,0.9405639963914566
3,0.7786222400249481
12,0.9234423641223687
16,1.0
10,0.7557778250922996
0,0.707874493267594
1,1.0
3,0.4130664087255357
2,0.9976402038553353
1,1.0
0,1.0
2,0.7383450852113903
1,1.0
1,1.0
0,1.0
1,1.0
4,0.9576584960945084
0,1.0
-1,0.0
-1,0.0
1,1.0
1,1.0
0,1.0
4,1.0
0,0.8756661433271722
0,1.0
5,0.9917069190936936
0,1.0
0,1.0
6,1.0
8,0.8720527362736111
1,1.0
5,1.0
16,1.0
4,0.9359874010465936
2,0.6078444168876612
0,1.0
1,1.0
0,1.0
0,1.0
0,1.0
-1,0.0
-1,0.0
0,1.0
9,1.0
4,0.9253637955713976
5,1.0
0,1.0
1,1.0
1,1.0
0,1.0
0,0.9745507039695057
1,0.9348598997480783
1,1.0
0,1.0
6,1.0
17,1.0
0,1.0
4,1.0
1,0.8317544910322523
3,0.5156766680349619
0,0.8905742922892781
-1,0.0
4,1.0
12,1.0
1,1.0
1,1.0
1,1.0
0,1.0
0,0.9382402516148565
1,1.0
1,1.0
-1,0.0
0,0.8869507409123353
1,1.0
1,1.0
-1,0.0
15,0.6779576422581729
3,0.8268226768720629
11,0.9898064467118188
3,0.7482999246573303
-1,0.0
1,1.0
1,1.0
0,1.0
3,0.48591793543303163
11,1.0
6,1.0
6,1.0
0,1.0
0,0.9923013135082902
1,1.0
6,1.0
0,1.0
1,1.0
-1,0.0
0,0.9525955227449399
-1,0.0
0,1.0
1,1.0
-1,0.0
0,1.0
0,1.0
1,1.0
0,0.7126560752379382
1,0.9059343222113451
5,1.0
0,1.0
0,1.0
9,0.8832809227759527
0,1.0
1,1.0
7,0.9265645717341735
-1,0.0
0,0.9549446238251347
0,1.0
-1,0.0
1,0.9581010678617697
-1,0.0
0,1.0
0,1.0
1,0.9474430598950713
0,0.9667458413797599
3,0.8635648496862526
1,1.0
0,1.0
0,1.0
3,0.6493386801410062
0,1.0
1,1.0
0,1.0
4,0.7503148299372736
0,0.9626075852748625
0,1.0
7,1.0
0,1.0
1,1.0
1,1.0
1,1.0
0,1.0
2,0.6187291211212171
0,1.0
4,0.8177536263333144
12,0.8454426632990666
0,0.9205540540582082
2,0.6821863018439582
0,1.0
0,1.0
0,1.0
15,0.8861539873268917
0,0.986252687231948
1,1.0
1,1.0
13,1.0
1,1.0
0,0.9498478511893848
2,1.0
1,1.0
0,1.0
0,1.0
1,1.0
-1,0.0
1,1.0
1,1.0
0,0.7547394539903032
1,1.0
-1,0.0
3,0.3650717516922672
1,1.0
1,0.9926710231983165
1,1.0
11,1.0
1,1.0
1,1.0
1,1.0
0,1.0
1,1.0
0,1.0
3,0.9286794742593963
1,1.0
-1,0.0
0,1.0
9,0.9087241300640342
-1,0.0
-1,0.0
2,0.9668329649902754
0,0.9001924626220438
2,0.8388007149872369
1,1.0
1,1.0
1,1.0
7,0.7235621541746142
1,1.0
0,0.8476173176009694
0,1.0
1,1.0
1,0.7448349288593399
1,0.8739212159822629
8,0.8528059765856592
-1,0.0
-1,0.0
6,0.5908975294212097
1,1.0
1,0.9983158239368485
1,0.9030873935813027
0,1.0
7,1.0
0,0.947741155519944
1,1.0
0,0.8159203140149861
0,0.7196728415287532
1,1.0
1,0.8511566890383548
0,0.9936600172563052
-1,0.0
0,0.8812814540417618
1,0.7493744402974839
0,1.0
2,0.9119505289438896
3,0.7868589626315973
2,0.8405357848826142
1,1.0
-1,0.0
1,1.0
0,0.9642791692810645
-1,0.0
1,1.0
0,1.0
0,0.9240821168568844
1,1.0
-1,0.0
0,1.0
2,1.0
1,1.0
9,0.9105675447415642
0,1.0
2,0.7301162288796504
0,1.0
7,0.7628451620378336
0,0.9993651598380705
1,0.872724822325109
7,0.6456516052871174
3,0.4330697335815622
1,1.0
-1,0.0
0,0.8791627657341464
1,1.0
0,0.8293046934774423
1,0.7706449650550354
7,0.8389677556304008
5,1.0
1,0.643598288768649
0,0.8850532366399896
0,1.0
13,0.9413937429597098
1,1.0
1,1.0
1,1.0
1,0.7168696728824421
10,0.9390096422658261
0,1.0
1,1.0
0,1.0
13,1.0
8,1.0
3,0.519820728118009
8,0.9638941506354549
1,1.0
0,1.0
14,0.8057562862289106
18,1.0
6,1.0
1,1.0
13,0.9827988769942637
1,1.0
0,1.0
11,0.7784287482314377
5,0.9512741350425793
2,1.0
-1,0.0
0,1.0
0,1.0
0,1.0
16,1.0
14,1.0
0,1.0
1,1.0
0,0.973973917516163
2,0.6371004650641432
0,1.0
0,1.0
-1,0.0
4,1.0
0,0.9068028469287434
0,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,0.8772796817028734
6,1.0
6,1.0
-1,0.0
1,1.0
1,1.0
6,1.0
1,1.0
1,1.0
1,1.0
3,0.5390476993677538
0,1.0
19,1.0
3,0.780349973046495
8,0.7848542873111123
0,0.9102161497664323
-1,0.0
-1,0.0
0,0.9632271453072445
1,1.0
0,1.0
8,0.7315798287869302
1,1.0
0,0.7688877781388346
13,1.0
0,1.0
1,1.0
2,0.6114467824045174
0,1.0
-1,0.0
6,0.4242047033782036
1,0.6865316605712845
0,1.0
19,1.0
1,1.0
0,0.6706838036862048
1,0.938553767644917
7,0.7991457411428442
1,1.0
0,1.0
5,1.0
1,1.0
1,1.0
-1,0.0
0,0.7403214206583247
2,1.0
0,1.0
0,1.0
2,1.0
0,1.0
6,1.0
3,0.780349973046495
1,1.0
0,1.0
0,0.9284654219135229
3,0.5327795998331469
2,1.0
6,1.0
8,0.8913575938433502
0,1.0
0,0.9293769938446523
-1,0.0
1,1.0
-1,0.0
0,1.0
0,1.0
-1,0.0
7,0.9763929706855263
1,0.9923764776806251
1,1.0
0,1.0
1,1.0
0,0.9811831396058807
7,0.6498373306006983
0,0.8707167340192735
3,0.561777745462571
5,1.0
1,1.0
-1,0.0
3,0.7389783075090833
10,1.0
5,0.9998765183983851
4,0.8638453105597057
1,1.0
0,1.0
-1,0.0
1,0.6466166273985036
0,1.0
1,1.0
5,1.0
1,1.0
1,0.8752479202889302
1,1.0
1,1.0
-1,0.0
1,1.0
1,1.0
0,1.0
0,1.0
-1,0.0
6,1.0
-1,0.0
1,1.0
0,1.0
1,1.0
0,1.0
1,0.9905649846001374
-1,0.0
0,1.0
1,1.0
1,0.8715469719824692
1,0.9944829605128673
1,1.0
1,0.9609655215460932
3,0.5484960165667123
0,1.0
9,1.0
0,1.0
10,1.0
1,0.990481174958751
0,1.0
1,1.0
0,1.0
0,1.0
3,0.4409523617207972
1,1.0
5,0.9706272108727502
1,1.0
17,1.0
0,1.0
1,1.0
1,0.7452364349251245
0,0.8928724680608612
0,0.8184626415476995
-1,0.0
-1,0.0
0,1.0
1,1.0
0,1.0
8,1.0
1,0.9473354544544739
1,1.0
-1,0.0
5,1.0
0,1.0
-1,0.0
-1,0.0
-1,0.0
0,1.0
0,1.0
13,0.7966231687462728
3,0.34530251215292507
1,1.0
1,0.9855254095942398
1,1.0
1,1.0
9,0.9193714442121778
0,1.0
1,1.0
-1,0.0
0,0.956120888468019
1,1.0
1,1.0
0,0.9921713935187644
3,0.4540064975946443
1,0.6387800554665083
10,1.0
3,0.675395691752692
-1,0.0
-1,0.0
1,0.9928730585526462
4,1.0
0,1.0
0,1.0
0,1.0
10,0.7389308979835738
1,1.0
1,0.912120870112623
1,0.9257048426429499
1,0.8664921030601016
0,1.0
0,0.892029584688755
1,1.0
1,0.912216201974995
1,1.0
8,0.8127088741736997
1,1.0
1,1.0
1,1.0
4,0.9316712312076698
1,1.0
2,0.6458278092323072
0,1.0
-1,0.0
4,0.8965668409430696
0,0.909813903951579
-1,0.0
7,0.7478675947240561
5,0.8286072919508539
1,1.0
1,1.0
0,0.9550227630647703
0,0.8050542531155631
0,1.0
0,1.0
-1,0.0
1,1.0
-1,0.0
-1,0.0
0,1.0
1,1.0
0,0.9420542758798109
7,0.7409881843439823
0,0.9926632768321533
6,1.0
1,0.36870942211513086
0,0.9832610100307175
-1,0.0
3,0.6236628862126282
1,1.0
1,1.0
1,1.0
13,0.9817602393338831
0,1.0
1,0.8839121567025859
-1,0.0
0,0.916658691679336
7,0.8272287070792882
0,1.0
9,1.0
4,0.9774217916493568
1,1.0
8,0.8057945891601287
1,1.0
6,0.9185107389032523
2,1.0
-1,0.0
1,0.9932841708315122
1,1.0
-1,0.0
1,1.0
0,1.0
2,0.6140375098047406
0,1.0
-1,0.0
0,1.0
1,1.0
3,0.4447848415719163
1,1.0
0,0.9585596042217277
1,1.0
1,0.9538736622026585
-1,0.0
14,1.0
17,1.0
0,1.0
1,1.0
1,1.0
5,1.0
0,1.0
1,1.0
-1,0.0
0,0.97775016703896
0,0.8756375306750418
1,1.0
0,1.0
1,1.0
1,1.0
1,1.0
0,1.0
2,0.8846228402070149
0,1.0
0,1.0
3,0.4170122617566734
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,0.8452388530809835
0,0.9038477655118934
1,1.0
1,0.8149828086349095
0,1.0
0,0.8620512951934497
0,1.0
0,1.0
1,1.0
1,1.0
0,1.0
1,1.0
1,1.0
0,1.0
1,0.9497365467998049
-1,0.0
1,0.6640523455139149
1,1.0
-1,0.0
0,1.0
1,1.0
1,0.9895081772416022
0,1.0
0,1.0
0,1.0
1,1.0
1,0.9911274013175922
0,0.98445883524025
0,1.0
2,0.965004240493436
1,1.0
8,0.7429972251643108
2,0.8506837856063718
0,1.0
0,0.9055357549793147
8,0.9211097176310217
3,1.0
-1,0.0
7,0.7317210352192773
0,1.0
0,0.7292223794105858
6,0.65085859889973
0,1.0
4,0.7943794038928355
0,1.0
0,1.0
4,1.0
0,1.0
1,0.7730012846742272
-1,0.0
4,0.8362301436900577
2,1.0
0,0.6525497241925182
19,1.0
1,1.0
0,0.816008969621038
-1,0.0
0,1.0
11,0.5581359763115287
0,1.0
0,1.0
1,0.8476399395609171
-1,0.0
1,1.0
1,1.0
-1,0.0
1,1.0
0,1.0
0,1.0
5,1.0
0,1.0
0,1.0
0,1.0
4,1.0
0,1.0
1,0.8784892511068028
0,1.0
1,0.8745016498894892
1,1.0
6,1.0
0,1.0
7,0.7579523811281378
4,0.8978523439368884
1,1.0
1,0.4658156540831812
1,0.7788476579962886
0,0.9374185657458358
16,1.0
1,1.0
0,1.0
1,1.0
12,1.0
1,1.0
0,1.0
0,0.9696388385308942
0,1.0
0,1.0
0,1.0
0,1.0
1,1.0
2,0.8854603600392581
6,0.9269857313462047
0,1.0
1,0.879499942597021
0,1.0
0,0.9899682938447089
0,1.0
-1,0.0
0,1.0
6,0.5136552013093997
0,1.0
0,1.0
2,1.0
4,0.8906527487315523
0,1.0
1,1.0
-1,0.0
5,0.7364641841554829
0,1.0
0,0.9317343793580893
1,1.0
1,1.0
5,1.0
0,1.0
1,1.0
0,0.9926424317465458
19,1.0
0,0.7537381136224244
1,0.6890682731506752
3,0.3478611415012548
5,1.0
